,VL_LMTCARTAOCREDITO,VL_LMTCHESPECIAL
320,2254.2578772517327,525.0874075731108
321,2307.9739767320766,475.3661844779517
322,1584.0174345398732,1122.9691636055486
323,2385.8311056067646,1972.9774754859718
324,2356.347488839424,1870.3319730711282
325,1832.653983048304,1003.5393909614759
326,1684.9742368552918,811.9297352574704
327,2336.240898441053,571.0349957617891
328,1614.3733427716725,437.0273104130865
329,2576.0773370423817,6096.718870735443
330,2497.490041446398,5124.845677533517
331,1684.3191090133107,907.14526522287
332,2591.6955178715925,6249.897944297937
333,2265.013725461269,1479.79062008662
334,2366.3102778570324,1473.8650972941914
335,2704.7383023486204,6243.103367883278
336,8813.737353914265,6284.943965298867
337,2857.435784507876,8842.56364345542
338,5194.068286889441,14858.740895969797
339,2240.7864318859524,6260.497179571259
340,2640.3486884137224,6238.640308408229
341,2756.2177507619226,15108.987334922123
342,2458.6634795783266,1067.7053792851648
343,2846.4264049495914,4946.7270446328475
344,1993.2589080149278,3942.497787199071
345,1889.1657664723152,1076.2202579992818
346,2278.4064245784202,1020.492706902839
347,2518.9402925417485,10005.657300344394
348,2924.397597253442,6222.932899457382
349,1910.8864674701308,3485.3596216207225
350,6906.68253386588,14753.904031165956
351,2628.6256865428977,6240.1337718554205
352,2963.065538289264,4982.913565212386
353,2907.3170944191456,983.0004212534068
354,2309.2372270430915,3017.530381822406
355,3544.4802765788277,14949.120610433161
356,5751.848616601514,6061.330337948759
357,2768.4256850041156,6239.225479071772
358,2751.524480451046,6100.59749780879
359,2870.891330822297,9842.592537214157
360,3328.215423252781,14814.236492975098
361,2563.1953886715937,6277.60040118045
362,2566.3587296930364,6096.746296300251
363,2879.2949324173655,10104.404545205289
364,2302.600920362044,1978.112813845415
365,2434.0678219988395,864.8031501361584
366,3024.165795421879,3331.704470171931
367,3647.230707421226,6349.611725887159
368,2230.097404472349,3401.4135622738136
369,2610.3816275999343,6240.446955326706
370,2608.842572181352,6314.197621983912
371,1762.2402815361816,903.4526659184294
372,2220.992555434579,443.2082937267087
373,3337.326396630575,19878.409861996868
374,2546.491932446531,6252.496191981221
375,2287.7388755124402,119.51044613332942
376,2594.279138928619,6258.779679446503
377,2609.3163062741787,6102.6156994608955
378,1882.3267362796862,196.22148809855207
379,2557.8191262995356,6105.346951236119
380,2660.8095842242537,6245.958769912519
381,2261.392271343815,1520.866973710411
382,2646.4186337924807,6238.219959978537
383,2613.142234789893,6240.387226164549
384,2660.486131085003,6091.384461314356
385,2595.6669683827367,6241.427219352933
386,2587.2361178066403,6250.134901528735
387,2588.3539752536535,6250.067075642147
388,2613.599740533794,6240.043157820132
389,2592.34328121113,6249.847772847705
390,2572.773976503614,6242.875877650142
391,2206.6059924449455,391.29327416195156
392,2582.776474199141,6242.43032408306
393,2434.0740121951612,2389.506081276233
394,2916.8357667226855,864.8075278433962
395,2639.6411033286513,6092.5997478253785
396,1894.4478965511028,146.94229533967064
397,2739.78908421866,6233.2543978593985
398,2629.761974361531,6092.963539295133
399,2328.5821251035454,905.4097780150078
400,2296.3287175702408,377.97781894522996
401,2317.2811858951145,976.7507958071265
402,1755.9083141798233,203.05489634211062
403,2330.1851574960665,975.0418615909393
404,2605.855864232792,857.7224751851381
405,2366.883180707479,526.4770612744205
406,2347.4473032894643,670.4719417728993
407,2283.196553284942,873.9110845261675
408,2425.9767025714127,1470.1170284842055
409,1730.7003549548024,956.7738769585521
410,1904.0113848534838,6133.723632056334
411,2601.209439347252,6199.707819024632
412,2984.7504086508325,6229.616784061926
413,2255.0790916233236,180.00806673479565
414,3444.18317815932,1947.2346849263777
415,2610.3262243330546,6107.840520741137
416,1938.9329904111619,498.2195987109835
417,2627.17675957946,6260.183880506029
418,2589.6621216696954,6241.809901033847
419,2769.1346456879123,6264.960091299144
420,2733.9273001603897,6087.443190461264
421,2236.3490608641523,129.038972897677
422,2372.1436534123322,1993.2086805276776
423,2371.3304772942115,6173.291619851889
424,2357.356398792336,902.5805367846833
425,2285.5973480290213,6145.549195954195
426,2550.936696018832,6243.793495444376
427,2498.874010488209,4316.793228078162
428,1718.7009175520059,924.3751769886048
429,2681.9264889460123,6098.599546490553
430,2252.4301786614487,980.550569265426
431,2339.9495367254235,2394.904545041902
432,2513.5916614592297,6100.050807561061
433,2205.2385113699165,378.47077313758473
434,2314.8518687093456,2029.7425061639287
435,2744.146819425331,14954.9801265028
436,2495.842120435833,4967.499085697901
437,3441.3314292386694,15332.184978323257
438,3305.9988311667685,7387.207712865739
439,3555.48476503684,15065.875978445398
440,2596.9711980860247,6241.398790191796
441,2527.415238967158,759.2091330824087
442,2959.4270221863953,4835.305782910444
443,3654.6846877877874,6296.691740842745
444,3087.3752256158245,2972.666398782153
445,2120.205739402153,2027.957649752385
446,2712.3952830851704,3348.692915585911
447,3360.2957953368227,3811.8950446880804
448,2954.787977461065,6220.218733810081
449,2635.4298972886213,6252.755121803807
450,2261.8560709899803,537.9407799777346
451,2483.197759352125,1042.9436569473646
452,2594.123883356926,6275.905077130091
453,2671.484600374624,6254.153741061124
454,2716.0850197096033,6440.0795457313425
455,3098.5895508143694,6066.816818240267
456,2765.08491356661,6243.203933686925
457,2465.7929505894936,2020.9548970904543
458,2611.0810680571617,6250.738137848204
459,1770.5414993929196,262.35743448443554
460,2309.085965054838,2475.6737536639453
461,2288.6629503913423,873.7242152565477
462,2263.4195829412342,675.1301378134949
463,2263.4195829412342,675.1301378134949
464,2592.0973270134727,6249.862015498657
465,2600.824496855912,6241.362452635226
466,2298.8738666619456,373.1725428886675
467,2837.006449964552,2989.224485234606
468,5531.567250082971,29836.80311687027
469,1683.7388684124105,768.9974148511055
470,2707.6660729162486,6234.9253054781175
471,2599.7175535381493,6249.3933893374015
472,4890.905832131086,9734.499898154636
473,3215.332040188601,6206.017104753882
474,1641.3743849964164,1515.1723741216165
475,2569.903125290665,6252.514570513358
476,2589.4209605958413,6250.009865921452
477,2391.4321812932576,1013.6169685350587
478,2587.611002085487,6250.110427623234
479,3180.1385739158636,9978.997310944229
480,2651.2358546416535,6246.473581610744
481,2280.16853268238,952.6843929579036
482,2360.768607066707,968.3133525146231
483,2546.859111943547,6098.196955212984
484,2209.7479982294635,1983.1116409463775
485,2317.365856646511,976.6241401390243
486,1978.3056328991565,6129.309310698735
487,1704.6417414438283,1063.070311874656
488,2321.8593332547466,898.1263815356324
489,2351.228312269203,948.9401834296632
490,2616.0851393847315,6102.187739562014
491,2542.2092838999815,6150.547460491652
492,1850.2764271160468,662.6441046542386
493,2542.6976815236962,6150.520663991014
494,1676.9167504981765,2012.942424163739
495,2195.157385549818,1957.4850366165492
496,2110.829378482263,1462.0144555442894
497,2027.4517620145857,4891.296609627002
498,2094.9268344548022,962.7188905847997
499,2261.1099050171288,75.22170438439935
500,2707.5268355829435,6122.994030979998
501,2315.19108842406,819.0755075892866
502,2587.866329930202,6255.62845370255
503,2559.3457628595484,6243.389997365548
504,2559.3457628595484,6243.389997365548
505,3512.6801537076353,19807.555552200538
506,1859.385549221604,397.24621841425505
507,1383.902787430577,1029.4368452790932
508,3204.816344648384,14929.490414251224
509,4582.336450385361,10376.002972031554
510,2521.615399155736,2860.5134290311107
511,3341.3209826701896,19964.03187361418
512,3303.8513632468644,8024.624818592902
513,2713.7370184954425,6088.446688258155
514,2591.1882671764765,6249.9187539321765
515,2586.6278570550576,6250.169431121457
516,2903.7486595482756,11839.88514680898
517,3030.6287834669233,5093.054166129538
518,2472.274858792416,4968.0627274837025
519,2070.749512741935,4021.9262836833805
520,2375.9589119773523,2915.9227698700042
521,2359.921894031271,1288.7135640159931
522,2577.5842520813826,6256.006644870799
523,2667.4426067983736,6257.700067240972
524,2798.6912768063767,2913.1457910890576
525,2586.858653119124,6103.957678995062
526,2468.4399269784694,5388.380693515048
527,2607.617373527676,6153.267819124521
528,2651.203226163193,6306.959812781451
529,2456.7046094636985,4898.3819673047565
530,2381.289666917134,1865.800826545198
531,2388.493759418963,4971.957914463578
532,2288.6489288559105,3019.4157063389603
533,2564.5424627724688,6243.014388077067
534,3296.982433683277,14924.65757014183
535,3244.8420944499976,14925.244584019605
536,6701.50716558264,6726.664166658007
537,2851.3572326275107,6603.75466623708
538,3186.9294910495646,10369.357981955181
539,2559.678228992418,857.4993776242945
540,2672.3420759908936,6237.092864697488
541,60917.008670271716,999318.6460341092
542,2274.624356201785,1535.1670589256664
543,3375.5074611287073,6047.395482186783
544,2646.112768048217,6238.114425890332
545,2560.140775724053,6243.562034533482
546,180426.8796538718,2996714.2942993096
547,2392.5577281875694,454.00492461072827
548,2693.6003792901492,6269.8455814049985
549,2586.598445741219,6250.1709690474045
550,2610.5059758458115,6261.265118381549
551,2537.2193482208554,5038.174601945239
552,2635.021855327021,6239.158642392575
553,2559.395837560433,5173.728178254216
554,2603.754256043511,6094.743121711375
555,2601.4349598430317,5380.530062932353
556,2672.251255461198,6236.957599716063
557,2196.2724059884963,189.07962036150184
558,2103.533163443224,883.8717915504549
559,2599.1449014792793,4943.337840365495
560,2484.337840738247,924.0945351393002
561,5147.058347178254,40136.73980481508
562,2589.266675115094,6250.031816359724
563,2998.6393605511407,6225.65051655551
564,3099.8746615136492,15876.35583494743
565,2598.1316487206414,6241.2972227621985
566,3467.148774589274,9952.964866182261
567,2600.6802080927855,6240.820088873914
568,3092.0781832983985,4974.648678606329
569,2548.6622607428576,6252.392734876895
570,2744.101883568739,6233.35257043968
571,3622.8825429933518,6188.230612397997
572,2596.9433357535604,6095.249655144623
573,4965.284585133949,5776.224097831685
574,2699.3447545565746,6243.592939108114
575,3311.9289384523054,4960.604668301753
576,1362.0347340664757,126.0263360436511
577,2280.630892855338,979.0554964713301
578,2569.324007735276,6306.371515691167
579,2777.2454079417666,10109.899279996123
580,2286.0034142599457,478.6534936437465
581,2303.677994106001,2019.2533929274632
582,2763.52583495107,5109.318436118957
583,3376.4707837313717,20077.556465270616
584,2332.855875647461,1976.4689271615907
585,2460.0102156538637,3864.8189707256583
586,2502.988214464459,6100.632515940434
587,2590.062299751421,6241.92164491138
588,3412.3837975591887,916.7511228903813
589,1794.0815218920366,1978.7002474410529
590,2611.612121971775,6120.366115924385
591,2611.6714833266637,6199.085122664294
592,1672.3095345815136,407.45244205722156
593,2282.178738787634,373.8270369312768
594,1875.7390771719306,1159.0539464624135
595,2601.0128852824982,6094.833520433938
596,2245.043086367139,178.87931824582574
597,1594.9797076840273,1017.3925969422726
598,2025.3348572198993,1901.2913308376965
599,2456.7046094636985,4898.3819673047565
600,2651.992473668734,15117.878685446649
601,2550.3469340482297,1015.9833199573195
602,2766.0712343315904,6153.271150109209
603,5731.0357850946875,6062.417328838057
604,2698.0281334456954,5375.366012157496
605,2378.76233451878,2973.763673069875
606,2569.9507636549256,6096.834351886079
607,2446.0653430932516,4365.491309672147
608,2284.4796084225936,978.6513748541138
609,2266.2123736993426,979.8574380318205
610,2580.6869062770547,6201.113755517849
611,2276.1773509053387,479.09959439453905
612,2565.171800991582,5069.163092599854
613,2527.303696718589,5007.262522398751
614,2577.009942441953,6096.664212765584
615,2287.033500708632,1978.2965219096586
616,3552.1292891639464,9909.323540359197
617,2234.0727986572983,229.28330774105416
618,2154.379992755642,5407.121212855584
619,2632.3206292918107,2854.4607764802004
620,2953.5672749690734,6075.101705456169
621,3535.4582011358843,10853.002352536598
622,3173.2735336900905,2418.5728840108204
623,2586.622154423794,6095.884216643474
624,2713.5771933840306,6122.62040180996
625,2499.6823342123384,5025.465314808684
626,2595.5196827918357,6249.63726428452
627,2618.7900824446015,6264.732863103273
628,2275.097103245262,874.2468049503696
629,2590.117077032149,2855.1780058856216
630,5659.977899060164,45733.96339817893
631,2841.9314452911976,5988.456570537484
632,2609.707551240106,6240.624177772845
633,2822.6776361861666,5844.816844982055
634,2567.2173041719643,15004.170105433666
635,6712.913119548926,9806.730695961416
636,3135.2006085247085,6211.181582797488
637,2685.671421621403,2272.5549389690354
638,4032.812215614513,15037.392349195805
639,2776.1171274921608,1844.4453098175763
640,2592.5361769985275,6241.817114129146
641,4040.1232585147104,4769.921819625845
642,2761.3768215676446,9951.511927132908
643,2326.7340931603258,116.24416412240316
644,2730.7933012219014,6231.455610650481
645,2610.3772221194095,6247.160092523635
646,4550.073796890065,41363.91161044396
647,2725.046481715622,4994.935657554517
648,2790.2073368291813,4974.187253815322
649,2435.3103783674464,1043.9359100923157
650,2636.245149233449,4854.3138844841
651,2592.3221939592236,6103.626825953276
652,2376.227864351148,5182.949496613905
653,2988.724481402532,10357.914276197407
654,2780.5722722599207,6230.467242139565
655,3291.8084629367036,10341.84341991135
656,9303.767884025005,99649.18563565475
657,2886.8946059033137,6224.19089932835
658,2200.90546256937,1900.0330294439837
659,2546.1086646926733,6244.424370666853
660,2563.7034542046663,6096.870059669944
661,1995.9429121841467,6128.546118451316
662,2545.6360684903793,6257.8990333588235
663,2268.382910481111,374.6174258024448
664,2451.8278542784547,864.6875773000311
665,2239.347783880556,877.3438430171027
666,2310.0276524578862,1061.3586186397652
667,2905.2825157009565,5100.3871725942845
668,2407.655883964101,366.6914920588051
669,2317.258163097227,976.6304072699677
670,2353.009477922473,1027.1429472656255
671,2294.589008279667,873.0079164623539
672,2290.5293598269895,873.5357590356771
673,2619.496263436107,6093.948425407796
674,2584.8892168074062,6095.948964924729
675,2311.822190384041,977.0856336134593
676,5025.781968379968,9870.484739656364
677,2324.6154857487863,976.4518692342626
678,2571.239530305042,6096.898328512507
679,2287.1563703272745,573.895147344515
680,4363.745643169768,30286.085155848334
681,2366.278590951129,2131.4824182474167
682,2234.8151361577675,181.54442844251025
683,2207.609839971545,378.1748526800975
684,1970.3252351760393,1996.2849365006277
685,2303.0351540614993,872.9622383302458
686,2527.97327571437,5861.1321403431375
687,2254.607569607761,480.4378903773213
688,2312.174352117447,977.1986557438986
689,1688.0666460732832,1011.6660552563753
690,2582.785235387941,6208.940884084516
691,2224.9777434023736,77.01822255392472
692,2695.6915755368314,9851.487307255607
693,2138.74002349633,6274.852449613431
694,2706.388955186934,6235.116718096716
695,2708.446149121108,6088.160495980392
696,2476.446432158058,462.4092644168013
697,2156.8345667296403,6158.946401272346
698,2327.8247506613816,1028.408362687368
699,2507.0359917493893,4149.7313152542265
700,1705.3066195297756,511.5344715645697
701,2296.437659725114,4996.294053850339
702,1947.896767717059,529.4433438701526
703,4066.1037330505724,20830.749454174627
704,2255.9117370013123,388.35341130225424
705,2132.5065736459565,3209.178471471352
706,2594.4306382398827,6141.090457575204
707,2198.122236617646,183.69804338223912
708,2577.381685049155,6104.524728505785
709,2569.663568251392,6242.71671115301
710,2691.199800689037,2981.864181981769
711,1893.8550965079612,5033.087835555422
712,2607.0251851303874,2064.9377130865196
713,2388.1371434525245,1894.3176332803305
714,2787.4314142054577,6082.498701308879
715,2671.0211172767267,997.8270400414613
716,2853.9856541610484,10210.155254519783
717,2659.328446497003,6238.874378541631
718,3082.660110865305,5088.843413299872
719,2584.416950910638,6241.312528643071
720,3108.6469849548726,3471.8546992634965
721,3587.5080557858573,10847.595319520477
722,2622.81741798904,6239.801523944946
723,3448.8087087470817,19957.36407772285
724,2380.500811034271,314.5173542537168
725,2589.7782327870077,6249.989475402562
726,2738.370426537311,6155.231308099547
727,2831.7889814470554,10473.27928797252
728,2593.933366576425,6255.1093607223065
729,2678.963224217009,6346.885283042059
730,2682.8644339329244,6352.3284778457855
731,2810.262415722413,6229.673577826997
732,2257.9633065528174,547.9584107396513
733,2589.065034299491,6255.491444333877
734,2584.6460741825636,6130.121689825167
735,2309.308783717562,372.4405573504746
736,2590.1769851588997,6143.6893108405175
737,3006.9335508558497,9938.451805809656
738,2596.2777672108386,5118.179516007298
739,2281.550058957307,408.3453987016301
740,4787.138285078143,50159.3660312444
741,1564.6914198174786,934.9168102109825
